"Student ID","Number Applications","Approved","Years Registered","Starting Year","Program Graduated","Graduated","Graduation Year","Bachelor_and_Master_Present","Number Applications Master","Master Approved","Years Registered Master","Starting Year Master","Bachelor.Open.Day","Master.Open.Day","Specialization","Mean_Grade_Master","count_A","count_B","count_C","count_D","count_E","count_F","count_EXCELLENT","count_PASS","count_FAIL","count_NO_GRADE","no_of_grades","max_attempts","mean_grade","highest_grade","lowest_grade","std_all_grades","PASS","FAIL","total_credit","program.x","program.y","2501","2504","2012","2013","2014","2015","2016","2017","year1","year2","year3","year4","year5","year6","more_than_three_years","more_than_four_years","more_than_five_years","no_of_ABCDEF_grades","mean_first_half","mean_last_half","diff_last_first","Bachelor","Master","BA ECONOMICS AND BUS","BA INTERNATIONAL BUS","MA Business and Economics","n_bins","max_bin","min_bin","max_resits_for_course","total_resits","applied_both_bsc_programs.x","pre_educ_Foreign.x","pre_educ_HBO","pre_educ_VWO","pre_educ_Uni_Bachelor","pre_educ_Uni_Master","pre_educ_Other","pre_educ_country","gender_bsc","year_of_birth_bsc","nationality_bsc","in_master_um_file","new.target.var"
9003475,1,1,3,2013,"2504",1,2016,1,1,1,2,2016,0,0,NA,7.71428571428571,2,20,3,0,0,0,0,1,0,0,26,"0",7.44,9,6,0.681909084849293,26,0,180,1,"2504",NA,7.44,NA,7.65,7.35,7.2,NA,NA,7.65,7.35,7.2,NA,NA,NA,0,0,0,25,7.5,7.38461538461539,-0.115384615384615,NA,NA,NA,NA,NA,1,3,3,0,0,0,1,0,0,0,0,0,"Unknown","Male",1993,"Germany",1,3
9003486,3,1,3,2014,"2504",1,2017,1,NA,NA,3,NA,0,0,NA,7.1875,2,18,4,0,0,1,0,2,0,0,27,"1",7.2,9,3,1.14564392373896,26,1,180,1,"2504",NA,7.2,NA,NA,7.65,6.75,7.2,NA,7.65,6.75,7.2,NA,NA,NA,0,0,0,25,7.15384615384615,6.92307692307692,-0.230769230769231,NA,NA,NA,NA,NA,1,2,2,1,1,0,1,0,0,1,0,0,"Unknown","Female",1993,"Germany",1,2
9003507,1,1,3,2013,"2504",1,2016,1,4,1,3,2017,0,0,NA,6.83333333333333,1,17,6,5,0,0,0,2,0,0,31,"1",6.81034482758621,9,5,1.08901817759531,26,5,180,1,"2504",NA,6.81034482758621,NA,6.57692307692308,6.77272727272727,7.5,NA,NA,6.57692307692308,6.77272727272727,7.5,NA,NA,NA,0,0,0,29,6.6,6.96666666666667,0.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1,0,0,1,0,0,"Unknown","Male",1994,"Germany",1,2
9003517,1,1,3,2013,"2504",1,2016,1,1,1,2,2016,0,1,NA,7.38888888888889,1,16,7,2,0,0,0,2,0,0,28,"1",6.96153846153846,9,5,0.958363990591017,26,2,180,1,"2504",NA,6.96153846153846,NA,7.2,6.63636363636364,7.2,NA,NA,7.2,6.63636363636364,7.2,NA,NA,NA,0,0,0,26,7.15384615384615,6.76923076923077,-0.384615384615385,0,1,0,0,1,1,3,3,1,2,0,1,0,0,0,0,0,"Unknown","Female",1994,"Europe",1,2
9003535,2,1,3,2014,"2504",1,2017,0,NA,NA,NA,NA,0,0,NA,NA,3,20,2,0,0,0,0,1,0,0,26,"1",7.56,9,6,0.681909084849293,26,0,180,1,"2504",NA,7.56,NA,NA,7.35,7.65,7.8,NA,7.35,7.65,7.8,NA,NA,NA,0,0,0,25,7.38461538461539,7.73076923076923,0.346153846153846,NA,NA,NA,NA,NA,1,2,2,0,0,0,1,0,0,0,0,0,"Unknown","Female",1996,"Germany",0,1
9003560,1,1,3,2012,"2501",1,2015,0,NA,NA,NA,NA,0,0,"Specialisation Intl Business Economics",NA,4,18,1,0,0,0,0,3,0,0,26,"0",7.69565217391304,9,6,0.68654488092024,26,0,180,1,"2501",7.69565217391304,NA,7.5,8,7.5,NA,NA,NA,7.5,8,7.5,NA,NA,NA,0,0,0,23,7.625,7.77272727272727,0.147727272727272,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,0,0,"Unknown","Female",1992,"Germany",0,1
9003575,1,1,4,2013,"2501",1,2017,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,2,14,7,2,0,0,0,3,0,1,29,"1",7,9,5,1.05079335107654,26,3,180,1,"2501",7,NA,NA,7.83333333333333,6.55,6.3,7.5,NA,7.83333333333333,6.55,6.3,7.5,NA,NA,1,0,0,25,7.42307692307692,6.61538461538461,-0.807692307692308,0,1,0,0,1,NA,NA,NA,1,2,0,0,0,1,0,0,0,"The Netherlands","Male",1995,"the Netherlands",0,1
9003607,1,1,3,2013,"2504",1,2016,0,NA,NA,NA,NA,0,0,NA,NA,3,18,4,0,0,0,0,1,0,0,26,"0",7.44,9,6,0.807774721070176,26,0,180,1,"2504",NA,7.44,NA,7.35,7.5,7.5,NA,NA,7.35,7.5,7.5,NA,NA,NA,0,0,0,25,7.26923076923077,7.61538461538461,0.346153846153846,NA,NA,NA,NA,NA,1,4,4,0,0,0,1,0,0,0,0,0,"Unknown","Female",1993,"Germany",0,1
9003645,1,1,3,2013,"2504",1,2016,0,NA,NA,NA,NA,0,0,NA,NA,3,18,4,1,0,0,0,1,0,0,27,"1",7.34615384615385,9,5,0.924870053242409,26,1,180,1,"2504",NA,7.34615384615385,NA,7.5,7.13636363636364,7.5,NA,NA,7.5,7.13636363636364,7.5,NA,NA,NA,0,0,0,26,7.38461538461539,7.30769230769231,-0.0769230769230775,NA,NA,NA,NA,NA,1,2,2,1,1,0,1,0,0,0,0,0,"Unknown","Female",1994,"Germany",0,1
9003658,1,1,3,2015,"2501",1,2018,0,NA,NA,NA,NA,0,0,"Specialisation Intl Business Economics",NA,6,14,2,0,0,0,0,4,0,0,26,"0",7.77272727272727,9,6,0.88273482950475,26,0,180,1,"2501",7.77272727272727,NA,NA,NA,NA,7.83333333333333,7.875,7.5,7.83333333333333,7.875,7.5,NA,NA,NA,0,0,0,22,7.90909090909091,7.63636363636364,-0.272727272727272,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,"The Netherlands","Male",1997,"the Netherlands",0,1
9003661,1,1,4,2012,"2504",1,2016,1,1,1,2,2016,0,0,NA,6.90909090909091,0,9,16,6,0,12,0,2,0,0,45,"1",5.33720930232558,7.5,3,1.65731039363898,27,18,210,1,"2504",NA,5.33720930232558,5.23076923076923,4.96875,5.81818181818182,6,NA,NA,5.23076923076923,4.96875,5.81818181818182,6,NA,NA,1,0,0,43,4.88636363636364,5.80952380952381,0.923160173160173,NA,NA,NA,NA,NA,NA,NA,NA,4,18,0,1,0,0,0,0,0,"Unknown","Male",1994,"the Netherlands",1,2
9003665,1,1,3,2014,"2504",1,2017,1,1,1,1,2017,0,0,NA,7.38888888888889,0,23,2,0,0,0,0,1,0,0,26,"0",7.38,7.5,6,0.415331193145904,26,0,180,1,"2504",NA,7.38,NA,NA,7.5,7.2,7.5,NA,7.5,7.2,7.5,NA,NA,NA,0,0,0,25,7.38461538461539,7.26923076923077,-0.115384615384616,NA,NA,NA,NA,NA,1,5,5,0,0,0,1,0,0,0,0,0,"Unknown","Male",1995,"Germany",1,2
9003696,2,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,12,13,0,0,0,0,0,1,0,0,26,"0",8.22,9,7.5,0.764852927038918,26,0,180,1,"2504",NA,8.22,NA,NA,NA,8.4,7.95,8.4,8.4,7.95,8.4,NA,NA,NA,0,0,0,25,8.30769230769231,8.07692307692308,-0.230769230769232,NA,NA,NA,NA,NA,1,5,5,0,0,0,1,0,0,0,0,0,"Germany","Female",1995,"Germany",0,1
9003705,2,1,4,2012,"2504",1,2016,0,NA,NA,NA,NA,0,0,NA,NA,2,22,1,2,0,0,0,1,0,0,28,"1",7.37037037037037,9,5,0.850255533904057,26,2,180,1,"2504",NA,7.37037037037037,7.35,7.8,6.66666666666667,7.5,NA,NA,7.35,7.8,6.66666666666667,7.5,NA,NA,1,0,0,27,7.39285714285714,7.34615384615385,-0.0467032967032974,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,"Unknown","Male",1993,"Germany",0,1
9003706,1,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,7,17,0,0,0,0,0,2,0,0,26,"0",7.9375,9,7.5,0.696458432231305,26,0,180,1,"2504",NA,7.9375,NA,NA,NA,8.1,7.83333333333333,7.8,8.1,7.83333333333333,7.8,NA,NA,NA,0,0,0,24,8.125,7.75,-0.375,NA,NA,NA,NA,NA,1,9,9,0,0,0,1,0,0,0,0,0,"Germany","Female",1996,"Germany",0,1
9003711,1,1,3,2013,"2501",1,2016,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,7,14,3,3,0,0,0,2,0,0,29,"1",7.44444444444444,9,5,1.25830573921179,26,3,180,1,"2501",7.44444444444444,NA,NA,8.16666666666667,7.08333333333333,7.08333333333333,NA,NA,8.16666666666667,7.08333333333333,7.08333333333333,NA,NA,NA,0,0,0,27,7.75,7.11538461538461,-0.634615384615385,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,1,0,0,0,"The Netherlands","Female",1995,"the Netherlands",0,1
9003739,1,1,4,2013,"2504",1,2017,0,NA,NA,NA,NA,0,0,NA,NA,0,6,18,13,0,8,0,2,0,0,47,"1",5.37777777777778,7.5,3,1.35745230769879,26,21,180,1,"2504",NA,5.37777777777778,NA,5,5.93333333333333,5.3,5,NA,5,5.93333333333333,5.3,5,NA,NA,1,0,0,45,5.34782608695652,5.43478260869565,0.0869565217391308,NA,NA,NA,NA,NA,NA,NA,NA,7,21,0,1,0,0,0,0,0,"Unknown","Male",1994,"Germany",0,1
9003766,1,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,0,17,7,2,0,1,0,2,0,0,29,"1",6.75925925925926,7.5,3,1.13823725364444,26,3,180,1,"2504",NA,6.75925925925926,NA,NA,NA,7.2,6.33333333333333,6.9,7.2,6.33333333333333,6.9,NA,NA,NA,0,0,0,27,7,6.5,-0.5,NA,NA,NA,NA,NA,1,5,5,1,3,0,1,0,0,0,0,0,"Germany","Male",1995,"Germany",0,1
9003770,2,1,3,2014,"2501",1,2017,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,2,16,4,1,0,0,0,4,0,0,27,"1",7.26086956521739,9,5,0.91539317456032,26,1,180,1,"2501",7.26086956521739,NA,NA,NA,7.5,6.9375,7.33333333333333,NA,7.5,6.9375,7.33333333333333,NA,NA,NA,0,0,0,23,7.375,7.13636363636364,-0.238636363636363,NA,NA,NA,NA,NA,2,3,8,1,1,1,0,0,1,0,0,0,"The Netherlands","Male",1995,"the Netherlands",0,1
9003781,1,1,3,2012,"2501",1,2015,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,0,9,14,6,0,1,0,3,0,0,33,"1",6.15,7.5,3,1.09189806269191,26,7,180,1,"2501",6.15,NA,6.22727272727273,5.66666666666667,6.85714285714286,NA,NA,NA,6.22727272727273,5.66666666666667,6.85714285714286,NA,NA,NA,0,0,0,30,5.96666666666667,6.33333333333333,0.366666666666666,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,0,0,1,0,0,0,"The Netherlands","Male",1994,"the Netherlands",0,1
9003783,1,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,1,16,7,6,0,2,0,2,0,0,34,"1",6.46875,9,3,1.4138571128243,26,8,180,1,"2504",NA,6.46875,NA,NA,NA,6.28571428571429,6.16666666666667,7.5,6.28571428571429,6.16666666666667,7.5,NA,NA,NA,0,0,0,32,6.34375,6.59375,0.25,NA,NA,NA,NA,NA,1,4,4,2,8,0,1,0,0,0,0,0,"Belgium","Female",1996,"Belgium",0,1
9003811,1,1,3,2014,"2504",1,2017,1,1,1,3,2017,0,0,NA,7.5,1,17,7,0,0,0,0,1,0,0,26,"0",7.14,9,6,0.784219357067906,26,0,180,1,"2504",NA,7.14,NA,NA,7.2,7.05,7.2,NA,7.2,7.05,7.2,NA,NA,NA,0,0,0,25,7.03846153846154,7.15384615384615,0.115384615384616,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,0,0,"Unknown","Female",1995,"Germany",1,3
9003845,1,1,3,2012,"2504",1,2015,1,2,1,5,2015,0,0,NA,7.06666666666667,0,10,15,5,0,5,0,1,0,0,36,"1",5.85714285714286,7.5,3,1.45304663993112,26,10,180,1,"2504",NA,5.85714285714286,5.6875,5.25,7.28571428571429,NA,NA,NA,5.6875,5.25,7.28571428571429,NA,NA,NA,0,0,0,35,5.55555555555556,6.17647058823529,0.620915032679739,NA,NA,NA,NA,NA,NA,NA,NA,2,9,0,1,0,0,0,0,0,"Unknown","Female",1993,"Belgium",1,2
9003853,1,1,3,2013,"2504",1,2016,1,1,0,NA,NA,0,0,NA,NA,6,19,0,0,0,0,0,1,0,0,26,"0",7.86,9,7.5,0.653834841531101,26,0,180,1,"2504",NA,7.86,NA,7.95,7.5,8.4,NA,NA,7.95,7.5,8.4,NA,NA,NA,0,0,0,25,7.84615384615385,7.84615384615385,0,NA,NA,NA,NA,NA,1,7,7,0,0,0,1,0,0,0,0,0,"Unknown","Male",1993,"Germany",1,NA
9003859,1,1,3,2015,"2504",1,2018,1,NA,NA,1,NA,0,0,NA,NA,9,16,0,0,0,0,0,1,0,0,26,"1",8.04,9,7.5,0.734846922834953,26,0,180,1,"2504",NA,8.04,NA,NA,NA,7.95,8.1,8.1,7.95,8.1,8.1,NA,NA,NA,0,0,0,25,7.96153846153846,8.19230769230769,0.23076923076923,NA,NA,NA,NA,NA,1,2,2,0,0,0,1,0,0,0,0,0,"Germany","Female",1996,"Germany",1,NA
9003868,3,1,3,2013,"2504",1,2016,1,2,1,2,2016,0,0,NA,6.22727272727273,2,14,9,5,0,3,0,2,0,1,36,"2",6.39393939393939,9,3,1.54493919660682,27,9,184,1,"2504",NA,6.39393939393939,NA,6.33333333333333,6.16666666666667,6.77777777777778,NA,NA,6.33333333333333,6.16666666666667,6.77777777777778,NA,NA,NA,0,0,0,33,6.17647058823529,6.41176470588235,0.235294117647059,NA,NA,NA,NA,NA,1,8,8,2,8,0,1,0,0,1,0,0,"Unknown","Male",1992,"Germany",1,2
9003886,1,1,3,2013,"2504",1,2016,1,1,1,1,2016,0,0,NA,7.5,4,18,3,0,0,0,0,1,0,0,26,"0",7.56,9,6,0.807774721070176,26,0,180,1,"2504",NA,7.56,NA,7.65,7.65,7.2,NA,NA,7.65,7.65,7.2,NA,NA,NA,0,0,0,25,7.5,7.61538461538461,0.115384615384615,NA,NA,NA,NA,NA,1,2,2,0,0,0,1,0,0,0,0,0,"Unknown","Female",1995,"Belgium",1,3
9003895,NA,NA,3,NA,"2504",1,2015,1,2,1,1,2015,0,0,NA,7.5,2,13,10,4,0,0,0,2,0,0,31,"1",6.74137931034483,9,5,1.12297985014975,27,4,190.5,1,"2504",NA,6.74137931034483,6.72727272727273,6.625,7,NA,NA,NA,6.72727272727273,6.625,7,NA,NA,NA,0,0,0,29,6.5,7.03333333333333,0.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,1,0,0,0,0,0,"Unknown","Female",1991,"Germany",1,3
9003899,1,1,3,2014,"2501",1,2017,0,NA,NA,NA,NA,0,0,"Specialisation Intl Business Economics",NA,0,20,3,0,0,0,0,3,0,0,26,"0",7.30434782608696,7.5,6,0.516525332362636,26,0,180,1,"2501",7.30434782608696,NA,NA,NA,7,7.5,7.5,NA,7,7.5,7.5,NA,NA,NA,0,0,0,23,7.125,7.5,0.375,NA,NA,NA,NA,NA,1,3,3,0,0,0,1,0,0,0,0,0,"Unknown","Female",1995,"Germany",0,1
9003901,1,1,4,2014,"2501",1,2018,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,3,13,6,2,0,0,0,4,0,1,29,"1",7.10416666666667,9,5,1.12268279877562,26,3,180,1,"2501",7.10416666666667,NA,NA,NA,7,7,7.5,7.5,7,7,7.5,7.5,NA,NA,1,0,0,24,7.04166666666667,7.16666666666667,0.125,NA,NA,NA,NA,NA,1,3,3,1,2,0,1,0,0,0,0,0,"Germany","Female",1995,"Germany",0,1
9003904,NA,NA,4,NA,"2504",1,2017,1,1,0,NA,NA,0,0,NA,NA,2,17,7,2,0,6,0,1,0,0,35,"1",6.33823529411765,9,3,1.81208313172777,27,8,180,1,"2504",NA,6.33823529411765,NA,6.04166666666667,6.41666666666667,6.66666666666667,6,NA,6.04166666666667,6.41666666666667,6.66666666666667,6,NA,NA,1,0,0,34,5.79411764705882,6.88235294117647,1.08823529411765,NA,NA,NA,NA,NA,1,2,2,2,7,0,1,0,0,0,0,0,"Unknown","Male",1991,"Germany",1,NA
9003908,1,1,4,2014,"2501",1,2018,1,NA,NA,1,NA,0,0,"Specialisation Intl Business Economics",NA,0,10,12,7,0,4,0,4,3,0,40,"1",5.87878787878788,7.5,3,1.42538538116836,26,14,180,1,"2501",5.87878787878788,NA,NA,NA,4.95833333333333,6.16666666666667,6.5,6.7,4.95833333333333,6.16666666666667,6.5,6.7,NA,NA,1,0,0,33,5.23529411764706,6.47058823529412,1.23529411764706,NA,NA,NA,NA,NA,1,12,12,2,14,1,1,0,0,0,0,0,"Belgium","Male",1996,"Belgium",1,NA
9003928,1,1,3,2012,"2504",1,2015,1,1,1,2,2015,0,0,NA,7.66666666666667,2,18,5,1,0,1,0,1,0,0,28,"1",7.07407407407407,9,3,1.19858653697165,26,2,180,1,"2504",NA,7.07407407407407,7,6.81818181818182,7.8,NA,NA,NA,7,6.81818181818182,7.8,NA,NA,NA,0,0,0,27,6.89285714285714,7.26923076923077,0.376373626373626,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,0,0,0,0,"Unknown","Male",1991,"Germany",1,3
9003930,1,1,3,2012,"2501",1,2015,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,1,13,10,1,0,0,0,2,0,0,27,"1",6.86,9,5,0.930053761886914,26,1,180,1,"2501",6.86,NA,7,6.59090909090909,7.2,NA,NA,NA,7,6.59090909090909,7.2,NA,NA,NA,0,0,0,25,6.61538461538461,7.03846153846154,0.423076923076923,NA,NA,NA,NA,NA,1,2,2,1,1,0,0,0,1,0,0,0,"The Netherlands","Female",1994,"the Netherlands",0,1
9003946,1,1,3,2015,"2501",1,2018,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,4,17,3,0,0,0,0,3,0,0,27,"0",7.5625,9,6,0.825049405635281,27,0,180.5,1,"2501",7.5625,NA,NA,NA,NA,7.16666666666667,7.65,8.1,7.16666666666667,7.65,8.1,NA,NA,NA,0,0,0,24,7.25,7.875,0.625,NA,NA,NA,NA,NA,1,4,4,0,0,0,1,0,0,0,0,0,"Germany","Male",1995,"Germany",0,1
9003952,1,1,4,2013,"2504",1,2017,1,1,0,NA,NA,0,0,NA,NA,0,18,8,3,0,1,0,2,0,1,33,"1",6.7,7.5,3,1.14168659266108,28,5,199.5,1,"2504",NA,6.7,NA,6.55555555555556,6.5,7.28571428571429,NA,NA,6.55555555555556,6.5,7.28571428571429,NA,NA,NA,0,0,0,30,6.26666666666667,7.13333333333333,0.866666666666667,NA,NA,NA,NA,NA,1,7,7,1,4,0,1,0,0,0,0,0,"Unknown","Male",1994,"Europe",1,NA
9003953,1,1,3,2013,"2501",1,2016,1,1,1,2,2016,0,0,"Specialisation Intl Business Economics",7.15,0,13,10,5,0,0,0,3,0,0,31,"1",6.51785714285714,7.5,5,0.995193475114288,26,5,180,1,"2501",6.51785714285714,NA,NA,6.13636363636364,6.70833333333333,6.9,NA,NA,6.13636363636364,6.70833333333333,6.9,NA,NA,NA,0,0,0,28,6.14285714285714,6.89285714285714,0.75,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,0,0,0,0,0,"Unknown","Female",1994,"Belgium",1,2
9003957,1,1,3,2014,"2501",1,2017,0,NA,NA,NA,NA,0,0,"Specialisation Intl Business Economics",NA,3,15,5,1,0,1,0,3,1,0,29,"1",7.1,9,3,1.29903810567666,26,3,180,1,"2501",7.1,NA,NA,NA,6.9,7.05555555555556,7.5,NA,6.9,7.05555555555556,7.5,NA,NA,NA,0,0,0,25,7.03846153846154,7.19230769230769,0.153846153846154,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,0,0,0,0,"Unknown","Male",1995,"Europe",0,1
9003959,1,1,3,2014,"2501",1,2017,0,NA,NA,NA,NA,0,0,"Specialisation Economics and Mgmt Inf",NA,3,16,3,0,0,0,0,4,0,0,26,"0",7.5,9,6,0.801783725737273,26,0,180,1,"2501",7.5,NA,NA,NA,7.33333333333333,7.6875,7.5,NA,7.33333333333333,7.6875,7.5,NA,NA,NA,0,0,0,22,7.5,7.5,0,NA,NA,NA,NA,NA,1,2,2,0,0,0,1,0,0,0,0,0,"Unknown","Female",1994,"Europe",0,1
9003960,1,1,3,2015,"2504",1,2018,1,NA,NA,1,NA,0,0,NA,NA,9,15,0,0,0,0,0,2,0,0,26,"0",8.0625,9,7.5,0.74180303257026,26,0,180,1,"2504",NA,8.0625,NA,NA,NA,8.25,7.83333333333333,8.1,8.25,7.83333333333333,8.1,NA,NA,NA,0,0,0,24,8.25,7.875,-0.375,NA,NA,NA,NA,NA,1,8,8,0,0,0,1,0,0,0,0,0,"Germany","Male",1996,"Germany",1,NA
9003981,1,1,5,2013,"2504",1,2017,0,NA,NA,NA,NA,0,0,NA,NA,6,14,5,1,0,0,0,2,0,0,28,"1",7.46153846153846,9,5,1.11286186854503,27,1,210,1,"2504",NA,7.46153846153846,NA,7.2,7.65,7.58333333333333,NA,NA,7.2,7.65,7.58333333333333,NA,NA,NA,0,0,0,26,7.15384615384615,7.76923076923077,0.615384615384615,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,0,0,0,0,"Unknown","Female",1993,"Germany",0,1
9004008,1,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,0,20,5,0,0,0,0,2,0,0,27,"0",7.2,7.5,6,0.612372435695794,27,0,181,1,"2504",NA,7.2,NA,NA,NA,6.9,7.35,7.5,6.9,7.35,7.5,NA,NA,NA,0,0,0,25,7.03846153846154,7.38461538461539,0.346153846153847,NA,NA,NA,NA,NA,1,9,9,0,0,0,1,0,0,0,0,0,"Germany","Female",1995,"Germany",0,1
9004020,1,1,3,2012,"2504",1,2015,0,NA,NA,NA,NA,0,0,NA,NA,1,15,9,6,0,4,0,3,0,0,38,"1",6.21428571428571,9,3,1.56377049187549,28,10,181,1,"2504",NA,6.21428571428571,5.93333333333333,6.04545454545455,6.88888888888889,NA,NA,NA,5.93333333333333,6.04545454545455,6.88888888888889,NA,NA,NA,0,0,0,35,5.86111111111111,6.58823529411765,0.727124183006536,NA,NA,NA,NA,NA,NA,NA,NA,3,10,0,1,0,0,0,0,0,"Unknown","Male",1991,"Germany",0,1
9004038,1,1,3,2012,"2501",1,2015,1,1,1,1,2016,0,0,"Specialisation Intl Business Economics",3.5,2,17,4,0,0,0,0,3,0,0,26,"0",7.3695652173913,9,6,0.771913079544285,26,0,180,1,"2501",7.3695652173913,NA,7.16666666666667,7.66666666666667,7.2,NA,NA,NA,7.16666666666667,7.66666666666667,7.2,NA,NA,NA,0,0,0,23,7.25,7.5,0.25,NA,NA,NA,NA,NA,1,2,2,0,0,0,1,0,0,0,0,0,"Unknown","Male",1991,"Germany",1,2
9004045,1,1,4,2014,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,1,8,16,17,0,2,0,2,0,2,48,"1",5.81818181818182,9,3,1.18660601154658,27,21,180.5,1,"2504",NA,5.81818181818182,NA,NA,5.66666666666667,5.73529411764706,6.27777777777778,5.66666666666667,5.66666666666667,5.73529411764706,6.27777777777778,5.66666666666667,NA,NA,1,0,0,44,5.81818181818182,5.81818181818182,0,NA,NA,NA,NA,NA,1,4,4,5,19,1,1,0,0,0,0,0,"Germany","Male",1994,"Germany",0,1
9004051,1,1,3,2015,"2504",1,2018,0,NA,NA,NA,NA,0,0,NA,NA,8,17,1,1,0,0,0,1,0,0,28,"1",7.7962962962963,9,5,0.963360097815287,27,1,181,1,"2504",NA,7.7962962962963,NA,NA,NA,7.68181818181818,7.8,8,7.68181818181818,7.8,8,NA,NA,NA,0,0,0,27,7.64285714285714,7.96153846153846,0.318681318681318,NA,NA,NA,NA,NA,1,8,8,1,1,0,1,0,0,0,0,0,"Germany","Male",1996,"Germany",0,1
9004055,1,1,3,2014,"2504",1,2017,1,1,1,1,2017,0,0,NA,7.6875,5,18,2,0,0,0,0,1,0,0,26,"0",7.68,9,6,0.788986691902975,26,0,180,1,"2504",NA,7.68,NA,NA,7.8,7.35,8.1,NA,7.8,7.35,8.1,NA,NA,NA,0,0,0,25,7.73076923076923,7.61538461538461,-0.115384615384616,NA,NA,NA,NA,NA,1,8,8,0,0,0,1,0,0,0,0,0,"Unknown","Male",1992,"Germany",1,3
9004081,1,1,3,2012,"2504",1,2015,0,NA,NA,NA,NA,0,0,NA,NA,1,19,5,0,0,1,0,1,0,1,28,"1",7.09615384615385,9,3,1.08645506827692,26,2,180,1,"2504",NA,7.09615384615385,7.2,6.95454545454545,7.2,NA,NA,NA,7.2,6.95454545454545,7.2,NA,NA,NA,0,0,0,26,6.80769230769231,7.38461538461539,0.576923076923078,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,"Unknown","Male",1991,"Germany",0,1
9004104,1,1,3,2013,"2501",1,2016,0,NA,NA,NA,NA,0,0,"Specialisation Intl Business Economics",NA,7,19,0,0,0,0,0,5,0,0,31,"0",7.90384615384615,9,7.5,0.678516481291807,31,0,210,1,"2501",7.90384615384615,NA,NA,8.16666666666667,7.75,7.8,NA,NA,8.16666666666667,7.75,7.8,NA,NA,NA,0,0,0,26,7.96153846153846,7.84615384615385,-0.115384615384616,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,0,0,"Unknown","Female",1995,"Belgium",0,1
9004108,1,1,3,2015,"2501",1,2018,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,7,16,0,0,0,0,0,3,0,0,26,"0",7.95652173913043,9,7.5,0.705707953345447,26,0,180,1,"2501",7.95652173913043,NA,NA,NA,NA,8.33333333333333,7.83333333333333,7.5,8.33333333333333,7.83333333333333,7.5,NA,NA,NA,0,0,0,23,8.125,7.77272727272727,-0.352272727272728,NA,NA,NA,NA,NA,1,2,2,0,0,0,1,0,0,0,0,0,"Italy","Female",1996,"Europe",0,1
9004142,1,1,3,2014,"2501",1,2017,0,NA,NA,NA,NA,0,0,"Specialisation Economics",NA,10,17,0,0,0,0,0,4,0,0,31,"0",8.05555555555556,9,7.5,0.738154316435117,31,0,211.5,1,"2501",8.05555555555556,NA,NA,NA,7.83333333333333,8.1,8.25,NA,7.83333333333333,8.1,8.25,NA,NA,NA,0,0,0,27,7.92857142857143,8.19230769230769,0.263736263736263,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,"Unknown","Male",1994,"Europe",0,1
9004151,1,1,3,2015,"2501",1,2018,1,NA,NA,1,NA,0,0,"Specialisation Intl Business Economics",NA,9,14,0,0,0,0,0,3,0,0,26,"0",8.08695652173913,9,7.5,0.748516319021768,26,0,180,1,"2501",8.08695652173913,NA,NA,NA,NA,8,8.16666666666667,8.1,8,8.16666666666667,8.1,NA,NA,NA,0,0,0,23,8,8.18181818181818,0.181818181818182,NA,NA,NA,NA,NA,1,5,5,0,0,0,0,0,1,0,0,0,"The Netherlands","Female",1997,"the Netherlands",1,NA
